NCES_school_ID,low_grade,high_grade,schoool_name,district,county,address,city,state,ZIP,location,students,teachers
80195001307,9,12,Lester R Arnold High School,School District N. 14 in the county of Adams & State of Colo,Adams County,6500 EAST 72ND AVENUE,COMMERCE CITY,CO,80022,City: Small,176,12
80483000807,PK,5,Letford Elementary School,Weld County School District No. Re-5J,Weld County,2 NORTH JAY AVENUE,JOHNSTOWN,CO,80534,Town: Fringe,419,26.15
80309000837,KG,5,Lewis-Arriola Elementary School,Montezuma-Cortez School District No. Re-1,Montezuma County,21434 ROAD U,CORTEZ,CO,81321,Rural: Distant,117,7.54
80582001004,PK,6,Lewis-Palmer Elementary School,Lewis-Palmer Consolidated School District No. 38 in the co,El Paso County,1315 LAKE WOODMOOR DRIVE,MONUMENT,CO,80132,Suburb: Large,414,26.58
80582001003,9,12,Lewis-Palmer High School,Lewis-Palmer Consolidated School District No. 38 in the co,El Paso County,1300 HIGBY ROAD,MONUMENT,CO,80132,Suburb: Large,1157,53.8
80582001002,7,8,Lewis-Palmer Middle School,Lewis-Palmer Consolidated School District No. 38 in the co,El Paso County,1776 WOODMOOR DRIVE,MONUMENT,CO,80132,Suburb: Large,807,45.86
80399001608,KG,12,Liberty Common Charter School,Poudre School District R-1,Larimer County,1725 SHARP POINT DRIVE,FORT COLLINS,CO,80525,City: Midsize,1163,56.68
80192001429,9,12,Liberty High School,Academy School District No. 20 in the county of El Paso an,El Paso County,8720 SCARBOROUGH DRIVE,COLORADO SPRINGS,CO,80920,City: Large,1721,93.5
80291001711,6,8,Liberty Middle School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,21500 EAST DRY CREEK ROAD,AURORA,CO,80016,City: Large,1023,49.89
80615001080,PK,5,Liberty Point Elementary School,Pueblo County School District 70,Pueblo County,386 EAST HAHNS PEAK AVENUE,PUEBLO WEST,CO,81007,Suburb: Midsize,349,20
80615001357,6,8,Liberty Point International School,Pueblo County School District 70,Pueblo County,484 SOUTH MAHER DRIVE,PUEBLO WEST,CO,81007,Suburb: Midsize,536,26
80001901744,PK,12,Liberty School,Liberty J-4 School District,Yuma County,P O BOX 112,JOES,CO,80822,Rural: Remote,65,10.82
80387006744,KG,10,Liberty Tree Academy,El Paso County Colorado School District 49,El Paso County,12667 WHEELER PEAK DRIVE,FALCON,CO,80831,Rural: Fringe,578,32.43
80528000870,KG,5,Limon Elementary School,Limon School District No. Re 4J,Lincoln County,P O BOX 249,LIMON,CO,80828,Rural: Remote,177,17.39
80528000871,6,12,Limon Junior-Senior High School,Limon School District No. Re 4J,Lincoln County,P O BOX 249,LIMON,CO,80828,Rural: Remote,254,17.08
80480001605,PK,8,Lincoln Charter Academy,Jefferson County School District No. R-1,Jefferson County,7180 OAK STREET,ARVADA,CO,80004,Suburb: Large,773,45.08
80540000934,KG,5,Lincoln Elementary School,Thompson School District R-2J,Larimer County,3312 NORTH DOUGLAS AVENUE,LOVELAND,CO,80538,Suburb: Large,192,17.37
80336000375,PK,6,Lincoln Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,710 SOUTH PENNSYLVANIA STREET,DENVER,CO,80209,City: Large,326,20.45
80333000301,KG,5,Lincoln Elementary School,Delta County Joint District No. 50,Delta County,1050 HASTINGS,DELTA,CO,81416,Town: Distant,477,31.13
80405001611,9,12,Lincoln High School,School District No. Re-3 Fort Morgan,Morgan County,230 WALNUT STREET,FORT MORGAN,CO,80701,Town: Remote,37,4.25
80399000536,6,8,Lincoln Middle School,Poudre School District R-1,Larimer County,1600 LANCER DRIVE,FORT COLLINS,CO,80521,City: Midsize,579,42.8
80435000613,PK,5,Lincoln Orchard Mesa Elementary School,Mesa County Valley School District No. 51,Mesa County,2888 B1/2 ROAD,GRAND JUNCTION,CO,81503,Suburb: Midsize,348,21.72
80435006471,PK,PK,Lincoln Park Preschool,Mesa County Valley School District No. 51,Mesa County,519 18TH STREET,GRAND JUNCTION,CO,81501,City: Small,49,0.54
80279000174,KG,5,Lincoln School of Science and Technology,Fremont Re-1,Fremont County,420 MYRTLE AVENUE,CANON CITY,CO,81212,Town: Distant,275,22.38
80399001498,PK,5,Linton Elementary School,Poudre School District R-1,Larimer County,4100 CARIBOU DRIVE,FORT COLLINS,CO,80525,City: Midsize,371,28.95
80480000751,KG,5,Little Elementary School,Jefferson County School District No. R-1,Jefferson County,8448 OTIS DRIVE,ARVADA,CO,80003,Suburb: Large,273,18.35
80001601745,PK,PK,Little Indians Preschool,Yuma 1 School District,Yuma County,709 WEST THIRD STREET,YUMA,CO,80759,Town: Remote,62,1
80402006754,PK,PK,Little Trappers Preschool,Weld re-8 schools,Weld County,200 SOUTH FULTON AVENUE,FORT LUPTON,CO,80621,Town: Fringe,84,5
80531001515,KG,8,Littleton Academy,Littleton School District No. 6 in the county of Arapahoe,Arapahoe County,1200 WEST MINERAL AVENUE,LITTLETON,CO,80120,Suburb: Large,456,34.19
80531000884,9,12,Littleton High School,Littleton School District No. 6 in the county of Arapahoe,Arapahoe County,199 EAST LITTLETON BLVD,LITTLETON,CO,80121,Suburb: Large,1300,77.7
80531001626,PK,8,Littleton Prep Charter School,Littleton School District No. 6 in the county of Arapahoe,Arapahoe County,5301 S. BANNOCK ST.,LITTLETON,CO,80120,Suburb: Large,567,34.87
80492002025,3,5,Lochbuie Elementary School,Weld County School District RE-3J,Weld County,201 BONANZA BOULEVARD,LOCHBUIE,CO,80603,Town: Fringe,269,15.8
80531001300,KG,5,Lois Lenski Elementary School,Littleton School District No. 6 in the county of Arapahoe,Arapahoe County,6350 SOUTH FAIRFAX WAY,CENTENNIAL,CO,80121,City: Midsize,500,27.6
80435000615,PK,5,Loma Elementary School,Mesa County Valley School District No. 51,Mesa County,1360 13 ROAD,LOMA,CO,81524,Rural: Fringe,227,12.55
80534000894,KG,5,Lone Star Elementary School,Lone Star School District No. 101,Washington County,44940 COUNTY ROAD 54,OTIS,CO,80743,Rural: Remote,51,6.45
80534006376,6,8,Lone Star Middle School,Lone Star School District No. 101,Washington County,44940 COUNTY ROAD 54,OTIS,CO,80743,Rural: Remote,33,2.45
80534000895,9,12,Lone Star Undivided High School,Lone Star School District No. 101,Washington County,44940 COUNTY ROAD 54,OTIS,CO,80743,Rural: Remote,57,4.95
80345006341,PK,6,Lone Tree Elementary,Douglas County School District No. Re 1,Douglas County,9375 HERITAGE HILLS CIRCLE,LONE TREE,CO,80124,Suburb: Large,375,21.89
80633001108,KG,4,Longfellow Elementary School,Salida School District No. R-32,Chaffee County,425 WEST 7TH STREET,SALIDA,CO,81201,Town: Remote,418,31.46
80537000907,PK,5,Longmont Estates Elementary School,St. Vrain Valley School District No. Re1J,Boulder County,1601 NORTHWESTERN ROAD,LONGMONT,CO,80503,Suburb: Small,302,19.9
80537000909,9,12,Longmont High School,St. Vrain Valley School District No. Re1J,Boulder County,1040 SUNSET STREET,LONGMONT,CO,80501,Suburb: Small,1265,62.16
80537000910,5,8,Longs Peak Middle School,St. Vrain Valley School District No. Re1J,Boulder County,1500 14TH AVENUE,LONGMONT,CO,80501,Suburb: Small,426,29.72
80480000988,9,12,Longview High School,Jefferson County School District No. R-1,Jefferson County,13301 WEST 2ND PLACE,LAKEWOOD,CO,80228,City: Midsize,29,4.56
80028606668,5,12,Lookout Mountain,Division of Youth Services,Jefferson County,2901 FORD STREET,GOLDEN,CO,80401,Suburb: Large,Ð,Ð
80399001409,PK,5,Lopez Elementary School,Poudre School District R-1,Larimer County,637 WABASH STREET,FORT COLLINS,CO,80526,City: Midsize,396,24.25
80234001916,KG,12,Lotus School for Excellence,Aurora Joint District No. 28 of the counties of Adams and A,Arapahoe County,11001-A EAST ALAMEDA AVENUE,AURORA,CO,80012,City: Large,949,63.58
80249000124,KG,5,Louisville Elementary School,Boulder Valley School District No. Re2,Boulder County,400 HUTCHINSON STREET,LOUISVILLE,CO,80027,Suburb: Small,453,26.55
80249000125,6,8,Louisville Middle School,Boulder Valley School District No. Re2,Boulder County,1341 MAIN STREET,LOUISVILLE,CO,80027,Suburb: Small,603,32.08
80540006534,KG,12,Loveland Classical School,Thompson School District R-2J,Larimer County,3835 SW 14TH STREET,LOVELAND,CO,80537,Suburb: Large,931,48.53
80540000935,9,12,Loveland High School,Thompson School District R-2J,Larimer County,920 WEST 29TH AVENUE,LOVELAND,CO,80538,Suburb: Large,1560,78.26
80336001867,PK,5,Lowry Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,8001 EAST CEDAR AVENUE,DENVER,CO,80230,City: Large,498,32.84
80540001655,6,8,Lucile Erwin Middle School,Thompson School District R-2J,Larimer County,4700 LUCERNE AVENUE,LOVELAND,CO,80538,Suburb: Large,829,50.54
80480001486,KG,5,Lukas Elementary School,Jefferson County School District No. R-1,Jefferson County,9650 WEST 97TH AVENUE,WESTMINSTER,CO,80021,Suburb: Large,272,17.19
80480000752,PK,6,Lumberg Elementary School,Jefferson County School District No. R-1,Jefferson County,6705 WEST 22ND AVENUE,EDGEWATER,CO,80214,Suburb: Large,336,22.2
80234000070,PK,5,Lyn Knoll Elementary School,Aurora Joint District No. 28 of the counties of Adams and A,Arapahoe County,12445 EAST 2ND AVE,AURORA,CO,80011,City: Large,274,19.91
80537000911,PK,5,Lyons Elementary School,St. Vrain Valley School District No. Re1J,Boulder County,338 HIGH STREET,LYONS,CO,80540,Rural: Fringe,255,17.05
80537000912,6,12,Lyons Middle/Senior High School,St. Vrain Valley School District No. Re1J,Boulder County,100 S. 2ND AVENUE,LYONS,CO,80540,Rural: Fringe,398,24.97
80306000251,PK,5,Madison Elementary School,Colorado Springs School District No. 11 in the county of E,El Paso County,4120 CONSTITUTION AVENUE,COLORADO SPRINGS,CO,80909,City: Large,320,20.55
80441000646,KG,5,Madison Elementary School,GreeleySchool District No. 6 in the county of Weld and Sta,Weld County,500 24TH AVENUE,GREELEY,CO,80634,City: Midsize,407,28.22
80690001181,PK,5,Malley Drive Elementary School,Adams 12 Five Star Schools,Adams County,1300 EAST MALLEY DRIVE,NORTHGLENN,CO,80233,Suburb: Large,436,27
80345006337,PK,6,Mammoth Heights Elementary,Douglas County School District No. Re 1,Douglas County,9500 STONEGATE PARKWAY,PARKER,CO,80134,Suburb: Large,640,39.25
80510000845,KG,5,Manassa Elementary School,North Conejos School District No. Re1J,Conejos County,P O BOX 430,MANASSA,CO,81141,Rural: Remote,202,15
80309000838,KG,5,Manaugh Elementary School,Montezuma-Cortez School District No. Re-1,Montezuma County,300 EAST 4TH STREET,CORTEZ,CO,81321,Town: Remote,223,14.71
80546006540,PK,PK,Mancos Early Learning Center,Mancos School District Re-6,Montezuma County,131 S. WALNUT STREET,MANCOS,CO,81328,Rural: Remote,28,0
80546000943,KG,5,Mancos Elementary School,Mancos School District Re-6,Montezuma County,301 GRAND AVENUE,MANCOS,CO,81328,Rural: Remote,176,18.53
80546000944,9,12,Mancos High School,Mancos School District Re-6,Montezuma County,355 WEST GRAND AVENUE,MANCOS,CO,81328,Rural: Remote,140,8.41
80546001287,6,8,Mancos Middle School,Mancos School District Re-6,Montezuma County,100 SOUTH BEECH,MANCOS,CO,81328,Rural: Remote,121,6
80480001384,6,8,Mandalay Middle School,Jefferson County School District No. R-1,Jefferson County,9651 NORTH PIERCE ST,WESTMINSTER,CO,80021,Suburb: Large,538,33.86
80249000104,6,8,Manhattan Middle School of the Arts and Academics,Boulder Valley School District No. Re2,Boulder County,290 MANHATTAN DRIVE,BOULDER,CO,80303,City: Midsize,439,25.33
80549000947,PK,5,Manitou Springs Elementary School,Manitou Springs School District No. 14 in the county of El,El Paso County,110 PAWNEE AVENUE,MANITOU SPRINGS,CO,80829,Suburb: Large,418,28.75
80549000946,9,12,Manitou Springs High School,Manitou Springs School District No. 14 in the county of El,El Paso County,401 EL MONTE PLACE,MANITOU SPRINGS,CO,80829,Suburb: Large,471,30.84
80549000945,6,8,Manitou Springs Middle School,Manitou Springs School District No. 14 in the county of El,El Paso County,415 EL MONTE PLACE,MANITOU SPRINGS,CO,80829,Suburb: Large,283,27.5
80306000242,6,8,Mann Middle School,Colorado Springs School District No. 11 in the county of E,El Paso County,1001 EAST VAN BUREN STREET,COLORADO SPRINGS,CO,80907,City: Large,400,27
80480001746,6,8,Manning Options School,Jefferson County School District No. R-1,Jefferson County,13200 WEST 32ND AVENUE,GOLDEN,CO,80401,Suburb: Large,673,31.76
80336006328,9,12,Manual High School,School District No. 1 in the county of Denver and State of C,Denver County,1700 EAST 28TH AVENUE,DENVER,CO,80205,City: Large,258,20.07
80552000949,PK,5,Manzanola Elementary School,Manzanola Joint District No. 3J of the counties of Otero a,Otero County,P O BOX 148,MANZANOLA,CO,81058,Rural: Distant,58,6.67
80552001375,6,12,Manzanola Junior-Senior High School,Manzanola Joint District No. 3J of the counties of Otero a,Otero County,P O BOX 148,MANZANOLA,CO,81058,Rural: Distant,109,7.17
80480000754,KG,5,Maple Grove Elementary School,Jefferson County School District No. R-1,Jefferson County,3085 ALKIRE STREET,GOLDEN,CO,80401,Suburb: Large,334,21.29
80249006571,PK,PK,Mapleton Early Childhood Center,Boulder Valley School District No. Re2,Boulder County,840 MAPLETON AVENUE,BOULDER,CO,80304,City: Midsize,92,4.03
80555001858,9,12,Mapleton Early College High School,Mapleton School District No. 1 in the county of Adams & St,Adams County,8980 YORK STREET,THORNTON,CO,80229,Suburb: Large,270,11.19
80555001857,7,12,Mapleton Expeditionary School of the Arts,Mapleton School District No. 1 in the county of Adams & St,Adams County,8980 YORK STREET,THORNTON,CO,80299,Suburb: Large,610,35.93
80441006469,KG,5,Maplewood Elementary School,GreeleySchool District No. 6 in the county of Weld and Sta,Weld County,1201 21ST AVENUE,GREELEY,CO,80631,City: Midsize,570,33.04
80447001507,KG,10,Marble Charter School,Gunnison Watershed School District Re1J,Gunnison County,412 WEST MAIN STREET,MARBLE,CO,81623,Rural: Remote,42,1.13
80336001739,KG,8,Marie L. Greenwood Academy,School District No. 1 in the county of Denver and State of C,Denver County,5130 DURHAM COURT,DENVER,CO,80239,City: Large,480,32.53
80336001380,PK,5,Marrama Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,19100 EAST 40TH AVENUE,DENVER,CO,80249,City: Large,493,29
80576001110,PK,KG,Marsh Elementary School,Monte Vista School District No. C-8,Rio Grande County,215 LYELL,MONTE VISTA,CO,81144,Town: Remote,94,7.29
80480001316,KG,5,Marshdale Elementary School,Jefferson County School District No. R-1,Jefferson County,26663 NORTH TURKEY CREEK ROAD,EVERGREEN,CO,80439,Rural: Fringe,294,18.53
80648001121,KG,5,Martin Luther King Jr Elementary School,School District No. 3 in the county of El Paso and State of,El Paso County,6910 DEFOE AVENUE,COLORADO SPRINGS,CO,80911,Suburb: Large,440,28.5
80441000633,KG,5,Martinez Elementary School,GreeleySchool District No. 6 in the county of Weld and Sta,Weld County,341 14TH AVENUE,GREELEY,CO,80631,City: Midsize,487,30.02
80306001470,PK,5,Martinez Elementary School,Colorado Springs School District No. 11 in the county of E,El Paso County,6460 VICKERS DRIVE,COLORADO SPRINGS,CO,80918,City: Large,404,25.7
80291006344,5,12,Marvin W Foote Youth Services,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,13500 EAST FREMONT PLACE,CENTENNIAL,CO,80112,City: Midsize,17,7.03
80540000930,KG,5,Mary Blair Elementary School,Thompson School District R-2J,Larimer County,860 EAST 29 STREET,LOVELAND,CO,80538,Suburb: Large,205,13.83
80258001949,PK,5,Mary E Pennock Elementary School,School District 27J,Adams County,3707 ESTRELLA STREET,BRIGHTON,CO,80601,Suburb: Large,633,34.55
80336006445,KG,5,Mathematics and Science Leadership Academy,School District No. 1 in the county of Denver and State of C,Denver County,451 SOUTH TEJON STREET,DENVER,CO,80223,City: Large,157,16.75
80336001635,PK,5,Maxwell Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,14390 EAST BOLLING DRIVE,DENVER,CO,80239,City: Large,603,40.62
80573000980,KG,6,Maybell School,Moffat County School District RE: No. 1,Moffat County,775 YAMPA AVENUE,CRAIG,CO,81625,Rural: Remote,15,1.33
80306006319,PK,5,McAuliffe Elementary,Colorado Springs School District No. 11 in the county of E,El Paso County,830 HATHAWAY DRIVE,COLORADO SPRINGS,CO,80915,Suburb: Large,481,29.9
80336006562,6,8,McAuliffe International School,School District No. 1 in the county of Denver and State of C,Denver County,2540 HOLLY ST.,DENVER,CO,80207,City: Large,1615,83.47
80336006687,6,8,McAuliffe Manual Middle School,School District No. 1 in the county of Denver and State of C,Denver County,2540 HOLLY STREET,DENVER,CO,80207,City: Large,289,22.54
80558000962,PK,6,McClave Elementary School,McClave School District No. Re-2,Bent County,P O BOX 1,MC CLAVE,CO,81057,Rural: Remote,113,11.19
80558000963,7,12,McClave Undivided High School,McClave School District No. Re-2,Bent County,P O BOX 1,MC CLAVE,CO,81057,Rural: Remote,101,10.03
80690001182,KG,5,McElwain Elementary School,Adams 12 Five Star Schools,Adams County,1020 DAWSON DRIVE,THORNTON,CO,80229,Suburb: Large,371,27.25
80336001276,PK,8,McGlone Academy,School District No. 1 in the county of Denver and State of C,Denver County,4500 CROWN BOULEVARD,DENVER,CO,80239,City: Large,857,62.27
80399000165,PK,5,McGraw Elementary School,Poudre School District R-1,Larimer County,4800 HINSDALE DRIVE,FORT COLLINS,CO,80526,City: Midsize,375,26
80279000175,PK,5,McKinley Elementary School,Fremont Re-1,Fremont County,1240 MC KINLEY STREET,CANON CITY,CO,81212,Town: Distant,180,18.17
80336000377,PK,5,McKinley-Thatcher Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,1230 SOUTH GRANT STREET,DENVER,CO,80210,City: Large,249,17.58
80480006163,7,12,McLain Community High School,Jefferson County School District No. R-1,Jefferson County,13600 WEST 2ND PLACE,LAKEWOOD,CO,80228,City: Midsize,350,31.7
80336000378,PK,5,McMeen Elementary School,School District No. 1 in the county of Denver and State of C,Denver County,1000 SOUTH HOLLY STREET,DENVER,CO,80246,City: Large,536,33.44
80537000914,PK,5,Mead Elementary School,St. Vrain Valley School District No. Re1J,Weld County,520 WELKER AVE.,MEAD,CO,80542,Rural: Fringe,576,33.15
80537006423,9,12,Mead High School,St. Vrain Valley School District No. Re1J,Weld County,12750 COUNTY ROAD #7,LONGMONT,CO,80504,Rural: Fringe,1086,48.24
80537000915,6,8,Mead Middle School,St. Vrain Valley School District No. Re1J,Weld County,620 WELKER AVE.,MEAD,CO,80542,Rural: Fringe,489,28.71
80555002031,PK,8,Meadow Community School,Mapleton School District No. 1 in the county of Adams & St,Adams County,9150 MONROE ST,THORNTON,CO,80229,Suburb: Large,406,21
80291001329,PK,5,Meadow Point Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,17901 EAST GRAND AVENUE,AURORA,CO,80015,City: Large,436,26.58
80492006743,PK,2,Meadow Ridge Elementary School,Weld County School District RE-3J,Weld County,1501 FLETCHER AVENUE,LOCHBUIE,CO,80603,Rural: Fringe,399,22.28
80345001785,PK,6,Meadow View Elementary School,Douglas County School District No. Re 1,Douglas County,3700 BUTTERFIELD CROSSING,CASTLE ROCK,CO,80109,Suburb: Large,451,24.09
80249006716,PK,8,Meadowlark School,Boulder Valley School District No. Re2,Boulder County,2300 SWEET MEADOW LANE,ERIE,CO,80516,Suburb: Small,662,37.97
80234006495,PK,PK,Meadowood Child Development Center,Aurora Joint District No. 28 of the counties of Adams and A,Arapahoe County,3333 S NORFOLK WAY,AURORA,CO,80013,City: Large,183,3.89
80441000648,KG,5,Meeker Elementary School,GreeleySchool District No. 6 in the county of Weld and Sta,Weld County,2221 28TH AVENUE,GREELEY,CO,80634,City: Midsize,483,28.13
80561000965,PK,5,Meeker Elementary School,Meeker School District Re1,Rio Blanco County,P O BOX 988,MEEKER,CO,81641,Rural: Remote,313,24.1
80561000967,9,12,Meeker High School,Meeker School District Re1,Rio Blanco County,P O BOX 159,MEEKER,CO,81641,Rural: Remote,216,14.52
80480001923,PK,5,Meiklejohn Elementary,Jefferson County School District No. R-1,Jefferson County,13405 W 83RD PL,ARVADA,CO,80005,Suburb: Large,492,28.13
80522001983,PK,PK,Melvin Hendrickson Development Center,Lamar School District No. Re-2,Prowers County,510 SAVAGE AVENUE,LAMAR,CO,81052,Town: Remote,115,3.88
80690001733,KG,5,Meridian Elementary School,Adams 12 Five Star Schools,Broomfield County,14256 MCKAY PARK CIRCLE,BROOMFIELD,CO,80020,City: Small,531,28
80387001843,PK,5,Meridian Ranch Elementary School,El Paso County Colorado School District 49,El Paso County,10480 RAINBOW BRIDGE DRIVE,FALCON,CO,80831,Rural: Fringe,654,41.21
80564000969,KG,6,Merino Elementary School,School District No. Re-4 Buffalo,Logan County,PO BOX 198,MERINO,CO,80741,Rural: Distant,167,10.75
80564000970,7,12,Merino Junior Senior High School,School District No. Re-4 Buffalo,Logan County,PO BOX 198,MERINO,CO,80741,Rural: Distant,141,11.92
80336000379,6,8,Merrill Middle School,School District No. 1 in the county of Denver and State of C,Denver County,1551 SOUTH MONROE STREET,DENVER,CO,80210,City: Large,591,35.88
80309000839,KG,5,Mesa Elementary School,Montezuma-Cortez School District No. Re-1,Montezuma County,703 WEST 7TH STREET,CORTEZ,CO,81321,Rural: Fringe,303,22.34
80249000129,KG,5,Mesa Elementary School,Boulder Valley School District No. Re2,Boulder County,1575 LEHIGH STREET,BOULDER,CO,80305,City: Midsize,236,16.36
80408000564,KG,5,Mesa Elementary School,Fountain School District No. 8 in the county of El Paso an,El Paso County,400 CAMINO DEL REY,FOUNTAIN,CO,80817,Suburb: Large,493,30
80723001242,PK,5,Mesa Elementary School,Westminster Public Schools,Adams County,9100 LOWELL BOULEVARD,WESTMINSTER,CO,80030,Suburb: Large,294,17.51
80345006371,6,8,Mesa Middle School,Douglas County School District No. Re 1,Douglas County,365 N MITCHELL STREET,CASTLE ROCK,CO,80104,Rural: Fringe,1029,71.59
80648001588,9,12,Mesa Ridge High School,School District No. 3 in the county of El Paso and State of,El Paso County,6070 MESA RIDGE PARKWAY,COLORADO SPRINGS,CO,80911,Suburb: Large,1312,71.71
80435006384,KG,12,Mesa Valley Community School,Mesa County Valley School District No. 51,Mesa County,609 25 ROAD,GRAND JUNCTION,CO,81505,City: Small,408,10.28
80435001344,PK,5,Mesa View Elementary School,Mesa County Valley School District No. 51,Mesa County,2967 B ROAD,GRAND JUNCTION,CO,81503,City: Small,342,23.75
80723001232,PK,7,Metropolitan Arts Academy,Westminster Public Schools,Adams County,2341 SHERRELWOOD DRIVE,DENVER,CO,80221,Suburb: Large,328,22.19
80567000972,6,12,Miami-Yoder Middle/High School,Miami-Yoder Joint District No. 60 of the counties of El Pas,El Paso County,420 SOUTH RUSH ROAD,RUSH,CO,80833,Rural: Remote,140,13.5
80567000971,PK,5,Miami/Yoder Elementary School,Miami-Yoder Joint District No. 60 of the counties of El Pas,El Paso County,420 SOUTH RUSH ROAD,RUSH,CO,80833,Rural: Remote,109,8.5
80432000596,9,12,Middle Park High School,East Grand School District No. 2,Grand County,P O BOX 130,GRANBY,CO,80446,Rural: Remote,403,30.37
80306000253,KG,5,Midland Elementary School,Colorado Springs School District No. 11 in the county of E,El Paso County,2110 WEST BROADWAY STREET,COLORADO SPRINGS,CO,80904,City: Large,145,14.4
80195000404,PK,PK,Mildred L Sanville Preschool,School District N. 14 in the county of Adams & State of Colo,Adams County,5941 EAST 64TH AVENUE,COMMERCE CITY,CO,80022,City: Small,75,4.33
80348000452,6,8,Miller Middle School,Durango School District No. 9-R,La Plata County,2608 JUNCTION STREET,DURANGO,CO,81301,Town: Distant,469,30.68
80480000756,PK,12,Miller Special Education,Jefferson County School District No. R-1,Jefferson County,200 KIPLING STREET,LAKEWOOD,CO,80226,City: Midsize,91,17.57
80483000808,PK,5,Milliken Elementary School,Weld County School District No. Re-5J,Weld County,100 BROAD STREET,MILLIKEN,CO,80543,Town: Fringe,569,36.03
80483000809,6,8,Milliken Middle School,Weld County School District No. Re-5J,Weld County,P O BOX 339,MILLIKEN,CO,80543,Town: Fringe,778,40.29
80612001057,PK,5,Minnequa Elementary School,Pueblo School District No. 60 in the county of Pueblo and,Pueblo County,1708 EAST ORMAN AVENUE,PUEBLO,CO,81004,City: Midsize,306,26
80291000198,PK,5,Mission Viejo Elementary School,Cherry Creek School District No. 5 in the county of Arapah,Arapahoe County,3855 SOUTH ALICIA PARKWAY,AURORA,CO,80013,City: Large,525,28.47
80480000757,KG,5,Mitchell Elementary School,Jefferson County School District No. R-1,Jefferson County,201 RUBEY DRIVE,GOLDEN,CO,80403,Suburb: Large,548,30.66
80306000254,9,12,Mitchell High School,Colorado Springs School District No. 11 in the county of E,El Paso County,1205 POTTER DRIVE,COLORADO SPRINGS,CO,80909,City: Large,1159,71.2
80573000981,9,12,Moffat County High School,Moffat County School District RE: No. 1,Moffat County,900 FINLEY LANE,CRAIG,CO,81625,Town: Remote,569,30.68
80570000974,PK,12,Moffat Prek-12 School,Moffat School District No. 2 in the county of Saguache and,Saguache County,P O BOX 428,MOFFAT,CO,81143,Rural: Remote,142,13.73
80480000758,PK,6,Molholm Elementary School,Jefferson County School District No. R-1,Jefferson County,6000 WEST 9TH AVENUE,LAKEWOOD,CO,80214,City: Midsize,275,18.95
80195000017,KG,5,Monaco Elementary School,School District N. 14 in the county of Adams & State of Colo,Adams County,7631 MONACO BOULEVARD,COMMERCE CITY,CO,80022,Suburb: Large,290,17.67
80249001632,9,12,Monarch High School,Boulder Valley School District No. Re2,Boulder County,329 CAMPUS DRIVE,LOUISVILLE,CO,80027,Rural: Fringe,1580,75.65
80249001573,PK,8,Monarch K-8 School,Boulder Valley School District No. Re2,Boulder County,263 CAMPUS DRIVE,LOUISVILLE,CO,80027,Rural: Fringe,680,42.77
80336006555,KG,5,Monarch Montessori,School District No. 1 in the county of Denver and State of C,Denver County,4895 PEORIA STREET,DENVER,CO,80239,City: Large,209,17.07
80441001312,KG,5,Monfort Elementary School,GreeleySchool District No. 6 in the county of Weld and Sta,Weld County,2101 47TH AVENUE,GREELEY,CO,80634,City: Midsize,463,29.52
80306000255,PK,5,Monroe Elementary School,Colorado Springs School District No. 11 in the county of E,El Paso County,15 SOUTH CHELTON ROAD,COLORADO SPRINGS,CO,80910,City: Large,366,29.6
80540000936,KG,5,Monroe Elementary School,Thompson School District R-2J,Larimer County,1500 MONROE AVENUE,LOVELAND,CO,80538,Suburb: Large,224,17.33
80336006591,9,12,Montbello Career and Technical High School,School District No. 1 in the county of Denver and State of C,Denver County,4501 AIRPORT WAY,DENVER,CO,80239,City: Large,68,8
80336000384,PK,5,Montclair School of Academics and Enrichment,School District No. 1 in the county of Denver and State of C,Denver County,1151 NEWPORT STREET,DENVER,CO,80220,City: Large,349,26.73
80576000986,6,8,Monte Vista Middle School,Monte Vista School District No. C-8,Rio Grande County,3720 SHERMAN AVENUE,MONTE VISTA,CO,81144,Rural: Fringe,232,18.56
80576001560,4,12,Monte Vista On-Line Academy,Monte Vista School District No. C-8,Rio Grande County,345 EAST PROSPECT,MONTE VISTA,CO,81144,Town: Remote,117,2.6
80576001356,9,12,Monte Vista Senior High School,Monte Vista School District No. C-8,Rio Grande County,295 EAST PROSPECT,MONTE VISTA,CO,81144,Town: Remote,288,19.94
80555002021,KG,8,Monterey Community School,Mapleton School District No. 1 in the county of Adams & St,Adams County,2210 MCELWAIN BLVD,DENVER,CO,80229,Suburb: Large,0,0
80453000668,PK,5,Monterey Elementary School,Harrison School District No. 2 in the county of El Paso an,El Paso County,2311 MONTEREY ROAD,COLORADO SPRINGS,CO,80910,City: Large,267,19
80002006602,PK,6,Montessori del Mundo Charter School,State Charter School Institute,Arapahoe County,15503 EAST MISSISSIPPI AVE UNIT B,AURORA,CO,80017,City: Large,308,14.43
